District,Population,Store1,Store2,Store3,Store4,Store5,Store6,Store7,Store8,Store9,Store10,Store11,Store12,Store13,Store14,Store15,Store16,Store17,Store18,Store19,Store20,Store21,Store22,Store23,Store24,Store25,Store26,Store27,Store28,Store29,Store30,Store31,Store32,Store33,Store34,Store35,Store36,Store37,Store38,Store39,Store40,Store41,Store42,Store43,Store44,Store45,Store46,Store47,Store48,Store49,Store50,Store51,Store52,Store53,Store54,Store55,Store56,Store57,Store58,Store59,Store60,Store61,Store62,Store63,Store64,Store65,Store66,Store67,Store68,Store69,Store70,Store71,Store72,Store73,Store74,Store75,Store76,Store77,Store78,Store79,Store80,Store81,Store82,Store83,Store84,Store85,Store86,Store87,Store88,Store89,Store90,Store91,Store92,Store93,Store94,Store95,Store96,Store97,Store98,Store99,Store100,Store101,Store102,Store103,Store104,Store105,Store106,Store107,Store108,Store109,Store110,Store111,Store112,Store113,Store114,Store115,Store116,Store117,Store118,Store119,Store120,Store121,Store122,Store123,Store124,Store125,Store126,Store127,Store128,Store129,Store130,Store131,Store132,Store133,Store134,Store135,Store136,Store137,Store138,Store139,Store140,Store141,Store142,Store143,Store144,Store145,Store146,Store147,Store148,Store149,Store150,Store151,Store152,Store153,Store154,Store155,Store156,Store157,Store158,Store159,Store160,Store161,Store162,Store163,Store164,Store165,Store166,Store167,Store168,Store169,Store170,Store171,Store172,Store173,Store174,Store175,Store176,Store177,Store178,Store179,Store180,Store181,Store182,Store183,Store184,Store185,Store186,Store187,Store188,Store189,Store190,Store191,Store192,Store193,Store194,Store195,Store196,Store197,Store198,Store199,Store200,Store201,Store202,Store203,Store204,Store205,Store206,Store207,Store208,Store209,Store210,Store211,Store212,Store213,Store214,Store215,Store216,Store217,Store218,Store219,Store220,Store221,Store222,Store223,Store224,Store225,Store226,Store227,Store228,Store229,Store230,Store231,Store232,Store233,Store234,Store235,Store236,Store237,Store238,Store239,Store240,Store241,Store242,Store243,Store244,Store245,Store246,Store247,Store248,Store249,Store250,Store251,Store252,Store253,Store254,Store255,Store256,Store257,Store258,Store259,Store260,Store261,Store262,Store263,Store264,Store265,Store266,Store267,Store268,Store269,Store270,Store271,Store272,Store273,Store274,Store275,Store276,Store277,Store278,Store279,Store280,Store281,Store282,Store283,Store284,Store285,Store286,Store287,Store288,Store289,Store290,Store291,Store292,Store293,Store294,Store295,Store296,Store297,Store298,Store299,Store300,Store301,Store302,Store303,Store304,Store305,Store306,Store307,Store308,Store309,Store310,Store311,Store312,Store313,Store314,Store315,Store316,Store317,Store318
1,646,"28,05127469","40,54699233","39,86133175","29,96589644","29,08400242","35,20199631","32,16069402","30,76793155","43,63626744","32,90353071","37,60901396","28,52412917","31,37294832","41,19561617","37,63487878","29,08400242","38,17338151","44,8508924","32,97100287","38,3889916","27,59735988","35,12450475","37,26779078","32,82868612","36,78541615","34,47739784","39,82524609","36,52104087","43,47233483","33,9248864","34,48903422","37,76104436","32,87957928","38,05574688","44,41055384","43,4667031","42,41154139","30,35200347","32,78637965","24,29351606","33,35049972","25,8346586","24,95588265","37,84662134","24,48438761","47,14930197","35,41124013","34,10398864","42,62432437","32,94097482","23,50927942","36,82933496","36,85195521","36,33373353","24,93666636","28,84951681","37,63487878","34,83375574","32,7803266","39,88761764","38,5557012","35,6811627","41,20960807","30,76793155","36,44248817","24,63598027","35,04451016","28,11358861","27,34419284","29,96589644","25,8346586","31,35774383","34,26297086","37,55279328","41,36675779","42,63712721","35,93207227","39,11161388","39,0607713","40,59624837","35,35491979","38,96721317","39,22592582","38,18226233","30,25505463","24,54086781","17,8146001","34,93216637","22,82041457","42,07829351","7,546802635","3,691605572","38,56316877","24,58853724","8,607179971","13,20755101","30,25257446","39,86133175","31,6307131","45,25750444","29,43012692","43,57566756","40,35185241","46,77607924","40,31847502","41,32802308","15,38372864","21,75056889","10,26292997","12,52727614","9,002413116","43,52107697","25,03180669","28,08977721","43,18524637","13,90457585","31,41070516","29,06080958","39,02871244","28,84356871","25,28109278","28,75393066","27,50320864","22,83368183","24,12193035","34,10591307","43,91463272","25,52404821","29,440954","39,91538307","27,09947382","23,16594641","26,61105991","26,11348433","37,43163877","31,65644556","29,51094755","21,71458562","29,36307592","37,96331256","40,35185241","15,6962914","3,959731882","43,63626744","31,46125967","43,47603438","43,18524637","46,4134512","30,05795295","6,252981495","27,90448069","2,18467293","52,11861451","22,18621127","35,48321538","48,73182982","25,03180669","33,53069078","18,27054638","20,91856686","29,53006575","48,13541222","31,56056076","46,93808463","48,99948593","35,48321538","15,38372864","17,8041988","29,06080958","48,99948593","33,71329757","37,50546567","29,4430117","28,83754776","20,40380407","32,52240986","29,43012692","33,38229092","26,35550497","31,73154969","6,242298723","24,5934852","45,84424266","26,69177665","20,81282427","19,36980477","22,6038583","42,93963422","35,83981529","24,29351606","31,78450264","36,28736007","30,83477423","41,21155385","32,75174785","31,05443486","19,36980477","32,37682837","14,53898135","7,994140809","11,48012457","14,43416283","8,78062776","10,58780874","5,550527071","7,244211896","10,58780874","17,45750993","12,00063987","9,133022272","13,6855737","6,039090636","10,75664532","19,36980477","11,04653669","11,06218622","10,95469186","6,843640429","11,97564023","4,512297819","1,162035798","3,229415716","15,45296698","1,130756564","14,43416283","4,13680228","6,196207426","5,119862251","9,163491018","21,39578289","1,324796996","21,39578289","41,32802308","46,4134512","46,8496875","40,29100708","28,67660633","50,45169496","28,24772285","29,81418028","42,93963422","43,52107697","34,17013375","24,89371221","28,24772285","32,78637965","35,83981529","46,71748638","5,318540947","32,52240986","40,52236973","21,39578289","20,80760605","36,44612664","46,8496875","46,02846142","31,02030809","31,41109968","22,40456346","22,48911627","34,09948944","21,36542373","0,7307292708","40,29393373","41,03023956","22,30578142","38,13924931","27,85330245","24,89371221","30,90636318","36,02222733","39,71043639","44,11098817","43,47603438","43,18524637","25,8949278","41,92948166","32,7803266","42,62278677","29,63226177","31,00693747","25,9716035","25,41611902","35,81709261","40,84941918","41,11090196","37,84662134","37,84662134","38,84163039","38,12361182","33,85240363","19,2634663","39,38837134","36,31074181","21,10975163","43,21293214","42,65293909","31,44519285","31,05125246","21,39578289","11,46528237","5,560030251","42,65293909","33,71329757","10,23514415","4,502182744","9,105520564","8,96918897","37,15582635","12,52727614","31,92653471","8,757369081","20,04190608","3,463823592","15,86386368","31,81204067","22,17310407","22,17310407"
2,1562,"24,53101023","36,51983572","38,76202941","25,93873983","26,49269262","33,65528252","28,13353742","26,74077495","42,53696511","31,3983835","36,06690066","27,01898197","30,27364598","42,65307563","33,60772217","26,49269262","36,50445763","40,82373579","28,94384626","34,36183499","26,09221268","31,09734814","33,24063418","31,09521336","35,23870235","32,94713303","35,79808948","32,49388426","39,44517822","29,89772979","30,46187761","33,73388776","28,85242268","34,02859027","40,38339723","39,43954649","40,88090423","26,32484686","31,2557425","20,28773668","29,32334311","24,32951139","20,92872604","33,81946474","20,49077559","43,12214537","34,31193779","31,06553974","40,03673698","28,91381821","19,5156674","35,27914342","38,40476092","32,30657692","20,93088698","24,82236021","33,60772217","30,80659913","28,75316999","35,86046104","40,10850691","31,65400609","39,51020269","26,74077495","32,41533157","23,13083306","31,01735355","24,08643201","23,31703623","25,93873983","24,32951139","27,33058722","30,23581425","33,52563667","37,33960118","38,6099706","34,38535848","37,4122085","37,47397987","39,49694604","31,32776318","35,11015161","35,19876921","36,19594246","26,22789802","30,30883043","23,58256272","40,76621393","28,65993352","45,47036254","2,524282562","9,298342193","44,40268771","20,4643655","13,44850639","18,97551364","33,41284887","38,76202941","33,18351882","48,64957347","32,59040133","46,96773658","43,74392144","50,0857161","46,15799397","47,16754202","21,15169126","26,9046777","15,92853757","18,29523877","14,67252641","46,913146","29,3435314","31,25005162","46,49488322","19,67253847","34,73186287","32,45287861","42,18898685","22,59992462","19,03744869","22,51028658","21,25956455","18,80652522","17,87828627","27,89794045","37,67098863","19,28040413","23,19730992","33,67173898","20,8915012","16,92230232","20,36741583","20,89627002","31,22366615","25,44847294","32,67122196","27,48254824","25,33591931","36,41312101","43,74392144","21,53581035","6,820423479","42,53696511","34,62153408","46,86810341","46,49488322","49,80552023","35,89625884","4,184099312","31,06475509","5,898105618","55,51068354","27,22848541","37,03602109","52,04146668","29,3435314","36,92275981","22,65389196","24,9916678","32,69034015","51,44504907","35,00812233","50,24772148","52,39155496","37,03602109","21,15169126","20,78876034","32,45287861","52,39155496","37,02293443","40,81510252","32,83508073","31,99782217","23,66797338","34,07521558","32,59040133","29,35513432","22,32834836","37,56559725","5,325068168","18,34984111","39,63627003","22,66462004","26,58078689","17,89882417","16,36021421","46,33170325","37,39262101","20,28773668","27,75734603","34,74064628","34,22684326","37,18439724","36,14381688","34,44650389","17,89882417","28,34967176","8,307664499","12,94691779","17,28547403","8,983182588","8,037911225","12,36422604","4,66378066","7,720719439","12,36422604","13,43035332","12,50378142","7,005680909","9,787802711","8,215968397","4,67742285","17,89882417","8,974112004","16,83014884","10,99371256","5,065585773","7,630632314","6,238057922","7,314593417","6,587208911","11,54843463","7,922078113","8,983182588","9,904764903","3,889489791","10,22546858","14,82909862","14,94677028","5,943400794","14,94677028","47,16754202","49,80552023","50,24175653","46,13052602","34,51491222","53,84376399","34,01568547","35,58214291","46,33170325","46,913146","40,0041813","30,73323115","34,01568547","31,2557425","37,39262101","45,18684923","2,016345289","34,07521558","38,82296436","14,94677028","22,36041176","34,91586183","50,24175653","39,78481733","24,776664","27,38394308","28,2440824","18,49550426","30,07233284","27,13338635","7,463378345","34,05028964","37,00308295","18,31523007","36,60861215","26,34815524","30,73323115","24,66271909","31,99507073","41,26324211","45,66379388","46,86810341","46,49488322","21,86777119","35,79928484","28,75316999","36,37914268","25,6638691","29,50179027","22,00321082","21,44772634","31,789936","34,60577509","34,86725787","33,81946474","33,81946474","32,63365776","34,09645521","32,30568984","12,81445369","37,68896596","32,71353544","14,66073903","39,18577553","40,88731731","29,91492804","27,02409586","14,94677028","11,94178992","8,167428388","40,88731731","37,02293443","6,337373162","10,27014537","10,81520307","4,624181049","36,05652401","18,29523877","37,17121656","10,29062559","23,30607539","8,138245136","17,32035857","37,58000329","23,72590979","23,72590979"
3,333,"20,18574414","23,90631289","34,28788331","14,26139268","19,63058031","23,32137173","17,35291896","15,98574574","32,33505444","23,4183759","25,44082067","19,86067344","27,55426091","38,63925613","19,12110883","19,63058031","25,74298561","25,41769648","18,07343529","23,49142402","20,11291618","20,22809009","22,09553363","20,63891377","24,53215628","22,88963682","24,22477165","16,64973291","28,16214483","19,02731882","14,77857667","22,86347678","16,40726618","18,70024073","21,95276263","20,98027252","30,54882991","15,5442284","21,14777685","13,9764854","18,54272465","22,01004945","13,02738938","22,36710112","15,75159201","28,65905043","30,81830666","20,37323869","28,99790643","18,15878901","14,80476111","24,54911147","39,09215092","12,8521845","13,3333351","11,28596291","19,12110883","14,47409902","11,33377209","24,58217487","39,10585306","17,26076365","28,74873067","15,98574574","21,50091567","25,17881079","17,84567376","13,17689813","12,73910737","14,26139268","22,01004945","16,54996876","19,36540327","22,610437","25,920511","27,32693722","23,75927849","26,65073648","26,71250785","31,98113034","17,90687229","24,23974064","23,7858723","25,43447044","15,10581035","56,61609184","49,88982413","67,07347533","57,2451957","61,37868314","28,74098368","37,6839577","72,06633275","12,52380516","38,98200151","45,28277504","45,56877113","34,28788331","44,54141225","63,89898591","47,63731139","65,63117355","59,24887551","59,68582968","73,82163901","74,11200104","46,67373646","52,23525691","41,6819313","44,25954175","40,65990301","63,58311136","50,77827347","49,67071543","56,0949968","45,24198331","49,62718936","50,89371554","51,02046519","7,916761876","13,09488375","7,677819816","9,475114333","14,92329067","12,26860592","8,255861807","9,821394215","10,84692369","7,348965237","12,93501379","10,05582636","13,17091718","10,36142433","11,2880687","11,30818949","7,344939275","49,33850559","53,78980965","14,75286025","25,68308906","59,24887551","50,12107254","33,0371246","32,33505444","48,96641244","65,53154037","56,0949968","65,638164","62,20352024","30,14619827","48,72755258","34,65373124","66,50321467","52,16925787","44,54439094","59,24233793","50,77827347","55,37789975","47,81914337","49,17680802","48,40216125","61,04516265","56,4428644","59,84783506","62,08959444","44,54439094","46,67373646","45,82714608","50,89371554","62,08959444","51,90906633","51,53404887","51,23277915","47,00575644","47,54376726","38,66139769","47,63731139","15,91464867","11,25540823","63,87285865","31,81942697","11,54355198","19,40248104","13,38332702","52,88804829","33,38241144","14,4564434","64,99514022","38,53025365","13,9764854","16,27672541","24,0341002","52,6676802","20,50443348","54,59895682","52,90164383","33,38241144","17,43896273","23,14201562","38,93429438","45,62093514","21,90530325","30,17449308","37,74159401","30,88048178","35,05501933","37,74159401","19,70378314","37,72890337","29,32591896","23,97672073","33,7047144","27,61092961","33,38241144","29,48084131","43,13741024","36,04507993","31,55994457","25,88125717","32,45475904","36,07021904","34,24809675","23,29604181","36,67770374","21,90530325","38,32997142","30,10619091","38,4115441","40,58249234","23,29295593","34,69902642","23,29295593","74,11200104","65,638164","65,99114284","73,79417106","60,82217363","68,07284057","60,32294688","61,88940431","64,99514022","63,58311136","66,31144271","58,6711279","60,32294688","21,14777685","38,53025365","34,71181313","31,33598464","38,66139769","28,06149234","23,29295593","43,94130514","24,85836562","65,99114284","18,60381475","5,582096395","8,710243259","56,82934459","15,55027","14,55909625","53,44064775","36,21900397","5,951293728","25,92562595","33,45494721","26,33717836","21,8782065","58,6711279","5,262169206","17,18063092","43,01823376","44,62042905","65,53154037","56,0949968","12,17960448","15,59630702","11,33377209","11,16802011","17,78948847","21,63993461","16,93892279","16,70049893","20,73525787","13,8690499","9,781764193","22,36710112","22,36710112","12,5696153","23,18203932","21,97177905","17,31023536","26,92749394","21,95206342","23,45959253","24,84956889","30,05437264","19,92297336","15,59205938","23,29295593","36,30645311","34,181066","30,05437264","51,90906633","27,21669561","38,67456448","32,92225086","27,76990055","32,56289287","44,25954175","62,11198903","32,39767337","45,3715918","36,53470906","39,33686203","62,90653109","45,30680316","45,30680316"
4,1984,"11,75641437","19,64331217","26,31888014","8,41871025","11,22391948","17,20739571","11,30508437","9,912321898","26,24032638","15,18864142","19,37383964","11,45401261","19,12493114","30,20992635","16,65388228","11,22391948","19,67600458","23,99528274","12,11539321","17,53338194","11,68358641","14,26889509","16,41218113","14,32007704","18,46517525","16,53170814","18,96963643","14,0189095","22,61672517","13,06927674","11,40191706","16,90543471","11,81567451","17,07475038","22,04765826","21,04435698","24,45410185","9,49639381","14,82894012","5,547155627","12,49489006","13,58071968","4,545936102","16,92683601","7,250876886","26,29369232","22,38897689","14,24209523","23,20828393","12,08536516","6,275768693","18,48213043","30,66282114","10,0371571","4,904005327","5,135843185","16,65388228","11,09743941","6,208575223","19,03200799","30,67652329","13,88410404","22,68174964","9,912321898","15,58687852","16,65136077","14,06351366","7,049683842","6,162132055","8,41871025","13,58071968","10,50213417","13,4073612","16,69718362","20,51114813","21,78151756","17,69229746","20,58375545","20,64552682","25,88640228","14,37392329","18,28169856","18,37031617","19,36748941","9,191149855","48,90985724","42,18358952","59,36724073","49,58982207","52,94935337","24,96656741","29,9777231","64,36009815","5,345467328","31,27576691","37,57654044","37,13944136","26,31888014","36,11208247","55,46965614","39,20798162","57,20184378","50,81954573","51,25649991","66,1154044","66,40576644","38,65498662","43,87347922","33,8242635","36,3457885","32,9536684","55,15378159","42,3489437","41,24138566","47,66566703","37,22323347","41,19785959","42,46438577","42,59113542","5,768377566","10,55698456","5,103032803","7,843648971","6,395840649","9,44334909","7,389717403","17,76446084","8,038703441","5,790056142","13,72129287","5,491625421","10,34566035","7,639451643","5,705085151","10,7154431","4,936671736","40,90917582","46,08357504","8,507466266","19,61610803","50,81954573","42,4656989","29,26270833","26,24032638","40,53708267","57,1022106","47,66566703","57,20883423","54,49728564","26,371782","40,29822281","27,89677146","58,0738849","43,7399281","36,11506117","50,81300816","42,3489437","46,94856998","39,39013242","40,74747825","39,97283148","52,61583288","48,01353463","51,41850529","53,66026467","36,11506117","38,65498662","37,39781631","42,46438577","53,66026467","43,47973656","43,1047191","42,80344938","38,57642667","39,11443749","30,23206792","39,20798162","12,31838615","2,726415808","56,16662405","24,16405333","8,735331726","19,49737668","5,509715867","45,17003249","24,95308167","11,60222052","56,56581045","30,10092388","5,547155627","10,45498959","17,96711917","44,23835042","20,23055734","46,16962705","44,47231406","24,95308167","11,52121871","19,5605806","31,22805978","37,91470053","18,13088698","26,57322347","29,80114383","27,10606551","27,34878473","29,80114383","11,78754637","29,71753331","25,68756772","16,27048613","30,06636315","23,972162","24,95308167","21,77460671","35,33144235","28,16972671","23,90457094","18,40021556","28,68034277","28,84659427","28,58587475","15,57893081","29,73239283","18,13088698","30,62373681","26,33177464","30,70530949","32,72482454","19,71152091","27,75371551","19,71152091","66,40576644","57,20883423","57,56181307","66,08793646","53,11593902","59,6435108","52,61671227","54,18316971","56,56581045","55,15378159","58,60520811","50,96489329","52,61671227","14,82894012","30,10092388","28,6448321","25,10510631","30,23206792","21,99451131","19,71152091","35,51197536","18,50043694","57,56181307","19,78525974","5,201140257","3,842083925","49,17397095","7,022819982","10,23912439","45,73441315","29,27369306","14,23748752","20,1746299","29,8735122","20,18180977","13,44887673","50,96489329","5,131255652","14,54615465","34,58890399","36,19109928","57,1022106","47,66566703","3,692052527","15,66039148","6,208575223","16,42869656","9,373733028","13,38055325","8,509593024","8,271169163","14,96148295","14,65441203","15,05358978","16,92683601","16,92683601","12,14226538","17,26800216","15,85780303","13,72880034","20,86051291","15,88508239","19,87815751","22,35732249","24,05886426","13,49950315","9,770323564","19,71152091","28,29508305","30,40664973","24,05886426","43,47973656","19,510461","30,96832988","29,34081584","21,09592543","24,1335631","36,3457885","53,68265926","28,81623836","36,94226203","28,82847446","35,75542701","54,47720132","36,87747339","36,87747339"
5,2007,"13,89782815","14,75511342","23,47769306","3,444759625","13,34266433","12,50473867","6,557232515","5,169112684","21,5248642","17,00523458","14,63063043","13,57275746","21,26634493","31,77531584","11,76568353","13,34266433","14,93279537","19,11624091","7,367541361","12,78553009","13,82500019","9,521043239","11,63533911","11,13458246","13,72196604","14,27688337","14,0905946","9,044958871","17,83988316","8,321424891","6,427966439","12,15758286","6,927475767","12,18655163","17,94598285","16,94268156","19,73863966","4,748541958","11,21238615","7,688569414","7,74703821","15,72213346","6,865813042","12,03863726","9,463676024","21,5168503","24,53039067","9,556605627","18,44188681","7,342155948","8,697554101","13,73892122","32,80423493","5,063206479","7,045419114","3,070686196","11,76568353","6,123488783","1,234624598","14,25516597","32,81793708","8,910153419","17,93854042","5,169112684","10,8204814","19,11473703","9,175314913","4,415529703","4,523830658","3,444759625","15,72213346","5,75428232","8,659509349","11,9307865","15,73430612","17,00467554","12,94908824","15,84054623","15,9023176","21,1709401","9,485724542","13,53384671","13,49127433","14,6242802","4,310123903","51,064948","44,33868029","61,52233149","52,22894747","55,09076716","29,65845486","32,6168485","66,51518891","10,49135386","33,47449197","39,7316312","39,28085514","23,47769306","38,25349626","57,61106993","41,34939541","59,34325756","52,96095952","53,39791369","68,27049517","68,56085721","40,79640041","46,014893","35,96567729","38,48720229","35,12276278","57,29519538","44,49035749","43,38279945","49,80708081","39,36464725","43,33927337","44,60579956","44,73254921","10,42006759","15,24887201","9,754722827","12,53553642","8,988013867","14,13523654","4,404518153","13,81796426","12,73059089","10,44174617","9,774796291","10,18351287","15,0375478","12,33133909","10,85097169","6,608240793","5,416932965","43,05058961","48,23866581","4,377561738","14,87289881","52,96095952","45,1048243","32,56810459","21,5248642","42,67849646","59,24362438","49,80708081","59,35024801","56,65237641","31,06366945","42,43963659","30,53589686","60,21529868","45,88134189","38,25647496","52,95442195","44,49035749","49,08998377","41,5315462","42,88889204","42,11424527","54,75724667","50,15494842","53,55991908","55,80167845","38,25647496","40,79640041","39,5392301","44,60579956","55,80167845","45,62115035","45,24613289","44,94486316","40,71784046","41,25585128","32,3734817","41,34939541","7,430187406","7,872302344","58,32171481","26,80317874","13,42721917","15,39570126","5,168050309","47,31144628","27,09449545","16,29410797","58,70722423","32,24233767","7,688569414","5,481038966","13,22390996","46,37976421","15,3423586","48,31104084","46,61372785","27,09449545","6,758528461","24,25246805","33,86718518","40,0697913","22,82277442","31,26511092","31,94255761","31,19148433","29,98791013","31,94255761","14,53072955","31,85894709","30,37945516","18,90961153","34,7582506","28,66404945","27,09449545","24,41373211","37,47285614","30,31114049","26,54369634","21,03934096","32,50788225","31,48571967","31,22500015","18,21805621","32,37151823","22,82277442","33,26286221","31,01393495","33,3444349","34,86623833","24,40340836","30,39284091","24,40340836","68,56085721","59,35024801","59,70322686","68,24302722","55,27102979","61,78492458","54,77180304","56,33826047","58,70722423","57,29519538","60,76029887","53,11998406","54,77180304","11,21238615","32,24233767","23,90162289","27,74423171","32,3734817","17,25130209","24,40340836","37,65338915","16,079376","59,70322686","15,7071523","7,201292937","3,258563027","51,81309636","9,492969199","5,265173769","47,88950392","31,91281847","10,58793598","15,40823278","34,56539964","15,5205453","15,59029051","53,11998406","8,198034069","9,572204023","36,73031777","37,51651686","59,24362438","49,80708081","6,357490356","11,55871606","1,234624598","12,48219999","11,50157249","15,35201862","10,65100681","10,41258295","10,19508583","10,57630459","11,18048164","12,03863726","12,03863726","7,663685644","12,50160504","11,15514599","18,42068779","16,11730369","11,14187317","24,57004496","17,58048047","19,31565504","11,70769665","4,796372939","24,40340836","30,43649684","34,66769829","19,31565504","45,62115035","22,1495864","33,60745528","34,03270329","23,73505083","26,27497689","38,48720229","55,82407304","33,5081258","39,08367582","31,46759986","40,44731446","56,61861511","39,01888717","39,01888717"
6,1747,"18,19900991","28,07238806","33,07861188","18,15257055","20,06064475","27,0678979","21,16558655","19,77282408","36,10082857","25,0491436","29,23434182","20,8794352","25,79220359","36,9696581","23,287184","20,06064475","29,53650677","29,61458282","21,9758954","27,39388413","19,86002496","24,12939728","26,26138487","24,18057922","28,32567743","26,39221032","28,39084682","20,81558415","32,32822","22,92977893","18,84982071","26,76593689","20,47851022","22,8663159","26,14964897","25,14634769","34,31460403","19,35689599","24,6894423","13,60182159","22,35539225","18,42026715","13,86789938","26,53295236","13,86336328","32,85593677","29,05624933","24,10259741","33,06878611","21,94586735","12,88825508","28,34263262","37,33009359","16,92342854","14,24497189","14,99634537","23,287184","18,54534306","15,22494996","28,74825004","37,34379573","21,33200769","32,54225182","19,77282408","25,4473807","18,85253049","22,011525","16,91018603","16,02263424","18,15257055","18,42026715","20,36263636","23,26786339","26,5576858","30,10026543","31,49301239","27,55279964","30,44425763","30,506029","33,81352851","22,07272354","28,14220075","27,95194747","29,2279916","19,01566163","50,15929013","43,43302241","60,61667362","50,34314183","59,61662582","21,83892981","30,84004394","65,60953104","6,693578212","32,5251998","38,82597333","43,8067138","33,07861188","42,77935492","62,13692859","45,87525406","63,33768401","57,48681818","57,92377235","67,36483729","67,65519933","40,21693475","45,7784552","35,22512958","37,80274004","34,20310129","61,82105404","45,71347883","47,53306434","54,33293947","38,78518159","47,86513203","48,75606445","49,25840787","5,100577166","5,413899243","5,792752519","2,470852303","12,22031336","5,024296593","12,05505641","18,77761485","3,830696392","5,161986335","17,25258507","5,445040689","6,155492782","2,680439827","5,457841754","15,3807821","9,663132711","47,57644827","47,33300793","18,36796845","29,47661021","57,48681818","43,21901866","26,13507072","36,10082857","47,20435512","63,23805083","54,33293947","63,87610667","55,74671853","23,2441444","46,96549525","27,75167737","64,74115734","46,1022629","42,78233362","57,48028061","45,71347883","53,24024866","41,36234166","43,66285829","46,64010393","59,28310533","51,37806975","58,08577774","60,32753711","42,78233362","40,21693475","39,45995083","48,75606445","60,32753711","50,14700901","49,77199155","49,13826658","45,24369912","42,07022852","36,89934036","45,87525406","19,9858927","9,373923536","57,41605694","24,91737309","4,698526627","23,59936738","15,37021805","46,43124658","27,11232793","7,441019002","62,70165068","36,76819633","13,60182159","20,1865767","27,82762136","50,5300291","24,67050865","52,46130573","50,76399274","27,11232793","21,38172089","16,23996174","32,47749267","38,96868234","15,00324937","23,2724392","31,28479229","23,9784279","28,53736716","31,28479229","13,24698142","31,27210166","22,42386508","17,51991902","26,80266052","20,70887574","27,11232793","23,0240396","36,68060853","29,58827821","24,6578907","19,42445545","25,55270517","29,16816516","27,34604288","16,83924009","29,77564986","15,00324937","31,48605765","23,20413703","31,56763034","34,12569063","16,39090205","27,79697254","16,39090205","67,65519933","63,87610667","64,22908552","67,33736935","54,36537191","66,31078324","53,86614516","55,4326026","62,70165068","61,82105404","59,854641","52,21432618","53,86614516","24,6894423","36,76819633","38,50533429","24,43393076","36,89934036","31,85501349","16,39090205","38,5332499","28,36093913","64,22908552","23,3931501","8,10101355","12,27381128","49,92729071","12,17244733","18,63034029","46,98384604","29,31695009","14,90751436","30,03513209","26,55289334","30,04231195","20,20860847","52,21432618","7,987068643","21,34648216","41,25617643","42,85837173","63,23805083","54,33293947","13,44023051","19,76238219","15,22494996","19,95998877","19,13892503","23,14574525","15,57278548","15,017301","24,82198514","18,18662118","18,19210135","26,53295236","26,53295236","16,73569047","27,12850435","25,71830522","10,40818148","30,72101509","25,74558457","16,55753865","29,04645523","33,91936644","23,36000533","19,50191067","16,39090205","29,8496514","27,27901212","33,91936644","50,14700901","20,75989389","31,83065072","26,02019698","20,86784667","30,80083555","37,80274004","56,04499405","25,4956195","39,876617","29,6907953","32,43480815","56,83953612","39,89874792","39,89874792"
